Close,Expected
318.600006,0
315.839996,0
316.149994,0
310.570007,0
307.779999,0
305.820007,0
305.98999,0
306.390015,0
311.450012,0
312.329987,0
309.290009,0
301.910004,0
300,0
300.029999,0
302,0
307.820007,0
302.690002,0
306.48999,0
305.549988,0
303.429993,-0.7818245201783479
309.059998,0.44386708800174934
308.899994,0.5362477750787341
309.910004,0.9801095220341718
314.549988,2.0293027206369354
312.899994,1.4591655753270345
318.690002,2.2950636380966167
315.529999,1.4645329688392388
316.350006,1.443948525777569
320.369995,1.90176400896643
318.929993,1.52055333123116
317.640015,1.2043857982759751
314.859985,0.7050311757089405
308.299988,-0.395395666875024
305.230011,-1.0038777863570185
309.869995,-0.2780314866723805
310.420013,-0.20143900697090736
311.299988,-0.12580001787849465
311.899994,-0.060276113847900874
310.950012,-0.3357354989863008
309.170013,-0.8801522599853688
307.329987,-1.2823035787971355
311.519989,-0.31085063693906695
310.570007,-0.5550448446819526
311.859985,-0.20424742360541354
308.51001,-0.9559455586073401
308.429993,-0.8880195803926622
312.970001,0.29466575663229827
308.480011,-0.7746868070319617
307.209991,-1.075725288726656
309.890015,-0.15745429282962412
313.73999,1.5637350055610275
310.790009,0.42340951815663813
309.630005,-0.17767840551442882
308.179993,-1.114429910626945
308.23999,-1.0064837823597135
302.720001,-2.889360559532872
303.160004,-2.2128650229311475
303.070007,-1.9191622035206075
304.019989,-1.4239950234198222
304.660004,-1.1108734717334017
305.179993,-0.8988661591869134
304.619995,-0.9672312780422148
307.75,0.029330140836829555
312.450012,1.4604186400923211
316.970001,2.3079947121635165
311.119995,0.7387034594312188
311.369995,0.8412046209959448
304.820007,-0.8141809410368722
303.630005,-1.0444812963968493
302.880005,-1.1145482604444217
305.329987,-0.44054476244466695
297.880005,-2.007526040565908
302.01001,-0.9352321248395642
293.51001,-2.3398771011768384
301.059998,-0.7614173258388136
303.850006,-0.22169160841011898
299.730011,-0.9827993840695142
298.369995,-1.1611070757544648
298.920013,-0.9842919321503065
302.140015,-0.37143714784381743
302.320007,-0.3120836006550457
305.299988,0.22331049490758859
305.079987,0.20983980503871374
308.769989,0.9623244219319945
310.309998,1.5223411861481093
309.070007,1.3160804620303015
310.390015,1.6619470273629715
312.51001,1.872904315879046
312.619995,1.6646040970667328
313.700012,1.6420270228377845
314.549988,1.5945075988426614
318.049988,1.8911061123196824
319.73999,1.8485719698604104
323.790009,2.155983766168164
324.630005,1.944323022457516
323.089996,1.538122717286768
323.820007,1.46549475280849
324.329987,1.4009070794485172
326.049988,1.490002285238737
324.339996,1.165952669774801
320.529999,0.580354171268126
326.230011,1.2935315372684537
328.549988,1.51988422606345
330.170013,1.5977665676831478
325.859985,0.8461826951582786
323.220001,0.33886416450274265
320,-0.35279777612996377
